id,gender,role,language_english,duration_in_days,publications,organic_tweets,follower_global,followees_global,follower_researcher,follower_researcher_phd,follower_researcher_prof,follower_researcher_male,follower_researcher_female,follower_researcher_male_phd,follower_researcher_male_prof,follower_researcher_female_phd,follower_researcher_female_prof,follower_reciprocal_researcher,follower_reciprocal_researcher_phd,follower_reciprocal_researcher_prof,follower_reciprocal_researcher_male,follower_reciprocal_researcher_female,follower_reciprocal_researcher_male_phd,follower_reciprocal_researcher_male_prof,follower_reciprocal_researcher_female_phd,follower_reciprocal_researcher_female_prof,location_exists,has_url,url_has_tilde,url_has_academic_domain,has_description,description_has_pattern,language,default_profile_image,nof_tweets,nof_followers,nof_friends,friend_follower_ratio,nof_self_tweets,nof_retweets,retweet_tweet_ratio,nof_tweets_with_url,fraction_of_tweets_with_url,nof_conf_hashtags,nof_distinct_hashtags,nof_overall_hashtags,fraction_of_distinct_hashtags,nof_conf_mentions
96004975,NA    ,phd      ,1,1482,9,84,385,114,14,4,2,10,0,2,2,0,0,3,2,0,2,0,1,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,200,385,114,0.2961,179,21,0.105,144,0.72,48,102,122,0.8361,2
96015909,male  ,NA       ,0,1481,1,87,250,466,3,1,0,2,1,0,0,1,0,1,1,0,0,1,0,0,1,0,True ,True ,FALSE,FALSE,True ,FALSE,FALSE,FALSE,1145,250,466,1.8639,790,351,0.3076,168,0.1472,26,293,441,0.6644,6
96041487,NA    ,NA       ,1,1481,3,41,72,75,5,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,126,72,75,1.0415,86,53,0.3813,18,0.1295,6,52,107,0.486,0
96079261,NA    ,NA       ,1,1481,1,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,4,4,7,1.7456,2,2,0.5,1,0.25,0,0,0,0,0
96096916,male  ,NA       ,0,1481,22,0,27,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,27,81,2.9989,11,15,0.5769,4,0.1538,0,4,5,0.8,0
96138034,male  ,NA       ,1,1481,2,678,63,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,6448,63,120,1.9045,1845,1335,0.4198,1587,0.4991,72,566,772,0.7332,3
96167735,female,NA       ,1,1481,43,16,25,117,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,48,25,117,4.6781,43,6,0.1224,43,0.8776,8,9,14,0.6429,2
96171681,male  ,phd      ,1,1481,1,12,97,112,6,1,1,4,1,1,0,0,1,4,0,1,3,1,0,0,0,1,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,74,97,112,1.1545,63,11,0.1486,41,0.5541,53,52,114,0.4561,0
96253261,NA    ,NA       ,1,1480,1,13,24,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,24,24,140,5.8309,23,1,0.0417,11,0.4583,0,3,3,1,0
96338584,NA    ,phd      ,1,1480,9,43,404,544,12,2,0,2,0,0,0,0,0,10,2,0,2,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,835,404,544,1.3465,498,301,0.3767,256,0.3204,48,68,97,0.701,1
96357008,NA    ,NA       ,1,1480,73,0,6,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,5,6,87,14.4759,5,0,0,3,0.6,0,0,0,0,0
96385471,male  ,NA       ,1,1480,6,328,1389,96,42,0,1,27,2,0,1,0,0,12,0,0,10,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,1326,1389,96,0.0691,1218,111,0.0835,413,0.3108,2902,179,3337,0.0536,1
96409243,male  ,NA       ,1,1480,115,9,92,21,25,5,2,16,2,2,0,1,0,1,0,0,1,0,0,0,0,0,True ,True ,FALSE,True ,FALSE,FALSE,True ,FALSE,23,92,21,0.2282,23,1,0.0417,8,0.3333,5,5,6,0.8333,0
96595157,NA    ,NA       ,1,1479,98,160,397,530,68,12,11,28,11,7,4,3,0,50,10,9,19,8,6,3,3,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,2479,397,530,1.335,1711,754,0.3059,813,0.3298,318,443,830,0.5337,20
96697589,NA    ,NA       ,1,1478,4,7,21,58,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,True ,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,72,21,58,2.7606,26,38,0.5938,17,0.2656,4,23,47,0.4894,1
96722229,male  ,NA       ,1,1478,1,83,120,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,634,120,397,3.3081,356,277,0.4376,318,0.5024,40,104,131,0.7939,6
96742341,male  ,NA       ,1,1478,10,1,46,33,14,0,3,10,0,0,1,0,0,7,0,2,6,0,0,1,0,0,True ,True ,True ,True ,True ,True ,True ,FALSE,135,46,33,0.7172,113,22,0.163,33,0.2444,23,17,40,0.425,0
96806935,NA    ,professor,1,1478,63,35,15,38,3,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,True ,True ,True ,FALSE,True ,True ,True ,FALSE,181,15,38,2.5316,177,4,0.0221,63,0.3481,0,1,1,1,1
96828505,male  ,NA       ,0,1478,4,8,18,47,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,True ,True ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,571,18,47,2.6097,425,145,0.2544,26,0.0456,8,38,48,0.7917,1
96847161,male  ,NA       ,0,1478,1,7,137,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,FALSE,FALSE,14,137,83,0.6058,7,0,0,0,0,0,1,1,1,0
96857107,male  ,phd      ,1,1478,1,759,906,1905,4,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,2902,906,1905,2.1026,2464,490,0.1659,1151,0.3896,203,479,747,0.6412,8
96950701,NA    ,NA       ,0,1477,1,2,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,10,7,0.6993,8,0,0,3,0.375,0,4,5,0.8,0
96982889,male  ,NA       ,1,1477,8,0,85,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,194,85,53,0.6235,148,46,0.2371,16,0.0825,0,17,17,1,0
97037585,male  ,NA       ,1,1477,14,0,78,26,11,0,3,7,2,0,2,0,1,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,12,78,26,0.3333,12,0,0,1,0.0833,2,4,10,0.4,0
97049186,male  ,NA       ,1,1477,9,6,34,64,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,50,34,64,1.8818,36,14,0.28,10,0.2,2,12,15,0.8,0
97083032,male  ,NA       ,1,1477,8,7,36,69,3,0,1,2,0,0,1,0,0,2,0,1,1,0,0,1,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,68,36,69,1.9161,20,48,0.7059,32,0.4706,3,43,52,0.8269,0
97088153,male  ,NA       ,1,1477,1,27,43,102,7,0,1,4,0,0,1,0,0,7,0,1,4,0,0,1,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,206,43,102,2.3715,185,19,0.0931,10,0.049,0,6,8,0.75,0
97102877,NA    ,NA       ,1,1476,46,1,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,37,4,17,4.2394,37,0,0,33,0.8919,0,0,0,0,0
97193142,NA    ,NA       ,0,1476,6,0,436,455,7,2,0,0,1,0,0,1,0,6,2,0,0,1,0,0,1,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,1881,436,455,1.0436,1693,165,0.0888,14,0.0075,9,96,312,0.3077,2
97216290,female,NA       ,1,1476,8,296,807,419,96,12,1,54,11,8,0,0,1,25,2,1,16,4,2,0,0,1,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,2463,807,419,0.5192,1980,484,0.1964,912,0.3701,3305,510,3897,0.1309,16
97237303,NA    ,NA       ,0,1476,11,1284,525,390,35,4,3,3,0,1,0,0,0,29,3,3,2,0,1,0,0,0,True ,True ,FALSE,FALSE,True ,True ,FALSE,FALSE,10461,525,390,0.7428,2176,1014,0.3179,1688,0.5292,12,113,171,0.6608,1
97248178,NA    ,NA       ,1,1476,11,0,15,61,2,0,1,1,0,0,1,0,0,2,0,1,1,0,0,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,4,15,61,4.064,2,2,0.5,2,0.5,2,4,4,1,0
97310465,male  ,NA       ,1,1476,1,79,16,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,307,16,61,3.8101,276,35,0.1125,146,0.4695,5,27,31,0.871,2
97331390,male  ,NA       ,1,1475,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,1,3,3,0.9967,1,0,0,0,0,0,0,0,0,0
97372070,NA    ,NA       ,1,1475,4,0,17,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,9,17,69,4.0564,6,3,0.3333,1,0.1111,4,6,6,1,0
97420959,NA    ,NA       ,1,1475,3,10,114,71,3,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,127,114,71,0.6228,119,8,0.063,35,0.2756,2,6,6,1,1
97451914,NA    ,NA       ,1,1475,9,968,288,572,12,1,2,1,0,0,1,0,0,12,1,2,1,0,0,1,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,7750,288,572,1.986,2825,365,0.1144,393,0.1232,23,85,139,0.6115,2
97679767,NA    ,NA       ,1,1474,7,0,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,0,2,35,17.4129,NA  ,NA  ,NA    ,NA  ,NA    ,NA   ,NA  ,NA   ,NA    ,NA
97697071,NA    ,NA       ,1,1474,33,17,266,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,165,266,475,1.7856,157,12,0.071,27,0.1598,0,5,7,0.7143,0
97700241,male  ,professor,1,1474,25,1,78,48,27,6,4,16,3,3,2,0,0,5,1,0,5,0,1,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,32,78,48,0.6153,20,12,0.375,8,0.25,4,5,6,0.8333,2
97880420,male  ,NA       ,1,1473,7,99,231,257,46,8,2,23,5,3,2,2,0,38,6,2,19,5,2,2,2,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,1440,231,257,1.1125,636,802,0.5577,564,0.3922,326,342,593,0.5767,14
97884546,male  ,phd      ,1,1473,4,23,29,118,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,40,29,118,4.0676,28,12,0.3,24,0.6,1,6,6,1,1
97892796,NA    ,NA       ,1,1473,4,1,12,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,71,12,45,3.7469,40,31,0.4366,3,0.0423,1,5,5,1,1
97921528,NA    ,phd      ,1,1473,11,0,47,32,10,1,1,5,0,1,0,0,0,6,0,1,2,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,3,47,32,0.6807,3,0,0,0,0,0,0,0,0,0
97957608,NA    ,NA       ,1,1473,23,6,53,168,4,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,True ,True ,True ,True ,True ,FALSE,True ,FALSE,318,53,168,3.1692,297,21,0.066,19,0.0597,0,2,3,0.6667,0
98102005,male  ,NA       ,1,1472,57,11,14,37,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,69,14,37,2.641,20,51,0.7183,47,0.662,16,40,46,0.8696,1
98141397,male  ,professor,0,1472,7,1,72,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,True ,FALSE,FALSE,145,72,127,1.7636,89,54,0.3776,21,0.1469,2,17,18,0.9444,1
98196643,NA    ,NA       ,1,1472,21,2,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,True ,True ,FALSE,FALSE,True ,FALSE,3,7,20,2.8531,3,0,0,0,0,0,2,2,1,0
98359412,male  ,NA       ,1,1471,38,0,18,39,7,0,0,4,1,0,0,0,0,6,0,0,4,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,5,18,39,2.1655,5,0,0,3,0.6,0,1,3,0.3333,0
98360213,NA    ,phd      ,1,1471,4,7,53,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,64,53,60,1.1319,61,7,0.1029,11,0.1618,7,20,56,0.3571,0
98395292,NA    ,NA       ,1,1471,14,331,231,151,3,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,3088,231,151,0.6537,1941,1170,0.3761,1357,0.4362,662,496,1390,0.3568,14
98431555,NA    ,NA       ,0,1471,10,189,313,212,6,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,True ,FALSE,FALSE,FALSE,2913,313,212,0.6773,2363,477,0.168,205,0.0722,3,42,89,0.4719,0
98465563,NA    ,NA       ,1,1471,8,72,194,1061,2,1,0,2,0,1,0,0,0,2,1,0,2,0,1,0,0,0,True ,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,423,194,1061,5.4688,267,151,0.3612,198,0.4737,78,133,189,0.7037,5
98573084,NA    ,NA       ,0,1470,7,655,241,256,11,0,0,1,0,0,0,0,0,11,0,0,1,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,FALSE,FALSE,22305,241,256,1.0622,2111,1070,0.3364,260,0.0817,8,246,356,0.691,0
98625769,NA    ,NA       ,1,1470,7,8,12,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,True ,FALSE,True ,FALSE,FALSE,True ,FALSE,29,12,104,8.6595,22,7,0.2414,19,0.6552,3,4,5,0.8,1
98657615,male  ,NA       ,1,1470,4,11,39,59,8,1,0,4,1,0,0,0,0,6,1,0,4,1,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,216,39,59,1.5124,174,41,0.1907,75,0.3488,53,108,126,0.8571,1
98670206,male  ,NA       ,1,1470,1,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,0,8,20,2.4969,NA  ,NA  ,NA    ,NA  ,NA    ,NA   ,NA  ,NA   ,NA    ,NA
98677243,NA    ,NA       ,1,1470,15,5,15,27,3,0,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,12,15,27,1.7988,6,6,0.5,6,0.5,3,5,5,1,1
98685637,NA    ,phd      ,1,1470,17,1,16,49,5,1,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,True ,True ,True ,FALSE,True ,True ,True ,FALSE,1,16,49,3.0606,1,0,0,0,0,0,0,0,0,0
98816831,NA    ,NA       ,1,1469,7,0,5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,21,5,51,10.1796,21,0,0,0,0,9,1,9,0.1111,0
98828133,male  ,NA       ,1,1469,21,3,76,41,4,1,1,3,1,1,1,0,0,2,1,0,2,0,1,0,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,44,76,41,0.5394,28,16,0.3636,14,0.3182,2,8,15,0.5333,0
98850957,NA    ,NA       ,1,1469,1,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,4,3,30,9.9668,1,3,0.75,3,0.75,0,0,0,0,0
98854549,NA    ,phd      ,1,1469,3,1,97,60,9,4,0,1,2,0,0,0,0,5,3,0,1,0,0,0,0,0,True ,True ,True ,True ,True ,True ,True ,FALSE,42,97,60,0.6185,14,26,0.65,3,0.075,9,9,13,0.6923,0
98966111,NA    ,NA       ,1,1469,39,6,188,76,43,8,3,18,2,5,0,0,0,6,0,1,2,1,0,0,0,0,FALSE,True ,FALSE,FALSE,True ,True ,True ,FALSE,51,188,76,0.4042,38,13,0.2549,19,0.3725,18,21,32,0.6563,0
99023044,NA    ,NA       ,1,1468,38,191,3654,299,105,17,8,34,11,6,1,2,2,29,2,4,9,1,1,0,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,1416,3654,299,0.0818,1131,310,0.2151,332,0.2304,31,116,140,0.8286,6
99126415,male  ,NA       ,1,1468,1,37,112,133,3,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,342,112,133,1.1874,253,88,0.2581,87,0.2551,92,80,156,0.5128,1
99149621,NA    ,NA       ,1,1468,3,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,9,1,4,3.9604,7,2,0.2222,2,0.2222,0,2,3,0.6667,0
99153000,NA    ,NA       ,1,1468,9,8,42,77,6,1,1,4,0,0,1,0,0,6,1,1,4,0,0,1,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,84,42,77,1.8329,60,24,0.2857,21,0.25,0,3,3,1,1
99230573,NA    ,NA       ,1,1467,1,49,150,375,5,0,0,4,0,0,0,0,0,5,0,0,4,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,97,150,375,2.4998,72,24,0.25,73,0.7604,18,21,34,0.6176,0
99356216,male  ,NA       ,1,1467,6,355,179,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,6627,179,645,3.6032,2436,739,0.2328,141,0.0444,3,262,752,0.3484,0
99504640,male  ,NA       ,0,1466,4,1616,188,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,FALSE,FALSE,13242,188,312,1.6595,2875,314,0.0985,595,0.1866,206,319,686,0.465,3
99528392,NA    ,professor,1,1466,29,145,153,43,44,12,7,23,11,7,2,3,2,6,1,1,5,1,1,0,0,1,FALSE,True ,FALSE,FALSE,True ,True ,True ,FALSE,248,153,43,0.281,182,72,0.2835,159,0.626,62,92,153,0.6013,4
99641121,male  ,NA       ,1,1465,6,1,705,1984,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,468,705,1984,2.8141,175,290,0.6237,160,0.3441,70,141,172,0.8198,6
99704438,NA    ,NA       ,1,1465,14,5,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,32,5,11,2.1956,32,0,0,8,0.25,0,0,0,0,0
99831562,male  ,professor,1,1464,4,140,306,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,799,306,125,0.4085,738,61,0.0763,246,0.3079,2,85,144,0.5903,0
99902660,NA    ,NA       ,1,1464,67,389,1105,717,9,1,0,5,2,1,0,0,0,7,0,0,3,2,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,2095,1105,717,0.6489,1533,652,0.2984,724,0.3314,77,150,272,0.5515,10
100019275,NA    ,NA       ,1,1464,1,0,10,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,1,10,55,5.4945,1,0,0,1,1,0,0,0,0,0
100051425,NA    ,NA       ,1,1464,1,476,1594,963,34,8,1,21,3,3,1,0,0,25,3,1,15,2,0,1,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,12864,1594,963,0.6041,2413,779,0.244,832,0.2607,374,606,1211,0.5004,9
100178722,NA    ,NA       ,1,1463,1,8,964,390,36,5,2,13,3,2,1,1,0,20,1,1,7,3,0,1,1,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,240,964,390,0.4046,206,34,0.1417,50,0.2083,18,19,28,0.6786,2
100212650,female,NA       ,1,1463,4,18,119,140,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,318,119,140,1.1764,301,17,0.0535,61,0.1918,53,150,209,0.7177,1
100238566,female,NA       ,1,1463,16,237,133,345,2,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,3101,133,345,2.5938,2718,360,0.117,327,0.1062,62,627,1153,0.5438,1
100261721,NA    ,NA       ,1,1463,7,97,39,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,413,39,102,2.6147,350,40,0.1026,110,0.2821,4,38,46,0.8261,1
100292144,NA    ,phd      ,1,1463,6,1,45,119,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,True ,True ,True ,True ,True ,FALSE,42,45,119,2.6439,29,14,0.3256,16,0.3721,0,3,3,1,1
100329287,male  ,NA       ,1,1463,31,336,548,1104,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,2992,548,1104,2.0146,2183,766,0.2597,1171,0.3971,172,456,673,0.6776,4
100411906,NA    ,NA       ,0,1462,15,604,662,732,16,0,3,0,1,0,0,0,0,16,0,3,0,1,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,FALSE,FALSE,7180,662,732,1.1057,2398,764,0.2416,196,0.062,0,104,290,0.3586,0
100433428,NA    ,NA       ,1,1462,4,0,45,127,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True ,True ,True ,True ,FALSE,FALSE,True ,FALSE,11,45,127,2.8216,6,5,0.4545,10,0.9091,0,0,0,0,1
100451745,male  ,NA       ,1,1462,32,27,387,168,41,7,2,28,0,4,2,0,0,22,4,2,18,0,4,2,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,985,387,168,0.4341,416,569,0.5777,349,0.3543,42,175,262,0.6679,7
100552170,NA    ,phd      ,1,1462,1,1,51,66,3,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,True ,423,51,66,1.2939,379,42,0.0998,13,0.0309,5,13,29,0.4483,3
100607888,NA    ,phd      ,1,1462,2,47,23,109,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,327,23,109,4.7371,241,88,0.2675,130,0.3951,36,93,113,0.823,7
100654218,NA    ,NA       ,0,1461,2,1,98,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,True ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,186,98,340,3.469,136,50,0.2688,29,0.1559,4,19,21,0.9048,1
100773830,male  ,NA       ,1,1461,22,269,60,80,6,0,1,1,3,0,0,0,1,6,0,1,1,3,0,0,0,1,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,659,60,80,1.3331,529,154,0.2255,165,0.2416,101,366,653,0.5605,2
100796841,male  ,NA       ,1,1461,1,3,9,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,8,9,72,7.9911,8,0,0,4,0.5,1,1,1,1,0
100883450,male  ,phd      ,1,1460,6,16,147,356,16,7,3,7,3,4,1,1,0,15,7,3,7,3,4,1,1,0,True ,True ,FALSE,True ,True ,True ,True ,FALSE,1471,147,356,2.4216,1396,74,0.0503,611,0.4156,40,67,145,0.4621,1
101013723,NA    ,NA       ,1,1460,4,10,20,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,20,20,73,3.6482,19,1,0.05,4,0.2,2,12,12,1,0
101045085,NA    ,phd      ,1,1460,2,7,17,43,5,1,1,1,0,0,0,0,0,5,1,1,1,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,9,17,43,2.5279,7,3,0.3,8,0.8,3,1,3,0.3333,0
101336094,NA    ,NA       ,1,1459,5,9,24,180,3,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,18,24,180,7.4969,13,5,0.2778,12,0.6667,3,7,7,1,1
101357315,NA    ,phd      ,1,1458,1,2,28,76,2,1,1,2,0,1,1,0,0,1,0,1,1,0,0,1,0,0,True ,True ,True ,True ,True ,True ,True ,FALSE,20,28,76,2.7133,11,9,0.45,0,0,1,1,1,1,0
101389144,male  ,NA       ,1,1458,40,1,59,83,4,1,0,2,0,1,0,0,0,1,1,0,1,0,1,0,0,0,True ,True ,True ,True ,True ,FALSE,True ,FALSE,64,59,83,1.4065,60,4,0.0625,10,0.1563,0,4,28,0.1429,0
101450777,male  ,NA       ,0,1458,3,746,123,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,True ,FALSE,FALSE,True ,FALSE,FALSE,FALSE,1117,123,742,6.032,1058,88,0.0768,982,0.8569,91,198,383,0.517,1
101549425,male  ,NA       ,1,1458,1,9,59,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,True ,True ,True ,FALSE,True ,FALSE,45,59,413,6.9988,44,1,0.0222,28,0.6222,0,11,11,1,0
