,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
patlincxl      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
vcdx001        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.79E+02,2.00E+02,3.17E+02,6.63E+02,6.95E+02,3.22E+02,3.25E+02,2.22E+02,2.07E+02,1.09E+02
seokjkim       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.70E+01,3.00E+00,3.00E+00,2.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
mrwersa        ,0.00E+00,0.00E+00,0.00E+00,5.00E+00,6.30E+01,1.80E+02,4.80E+01,5.20E+01,2.20E+01,6.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
mnr12          ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
humanist0810   ,0.00E+00,0.00E+00,0.00E+00,5.30E+01,4.80E+01,4.30E+01,4.60E+01,2.20E+01,2.80E+01,7.00E+00,1.00E+00,0.00E+00,2.00E+00,3.00E+00
Jonimations    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
mtov           ,0.00E+00,0.00E+00,0.00E+00,1.27E+02,1.58E+02,2.28E+02,3.74E+02,3.70E+02,3.01E+02,3.02E+02,2.55E+02,2.22E+02,1.96E+02,2.42E+02
macb76         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
herbsutter     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+01,5.40E+01,1.30E+02,7.70E+01,7.20E+01,1.60E+01,3.80E+01,4.30E+01,2.60E+01,3.70E+01
archzhou       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.00E+00,1.00E+00,8.00E+00,1.80E+01,1.30E+01,3.20E+01,3.80E+01,9.00E+00,1.00E+00,2.00E+00
abhinavgupta   ,0.00E+00,0.00E+00,0.00E+00,1.00E+01,8.70E+01,1.69E+02,4.40E+01,1.80E+01,4.00E+00,3.10E+01,0.00E+00,0.00E+00,2.00E+00,2.00E+00
askorek        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.01E+03,1.22E+03,8.64E+02,8.90E+01,1.90E+01
Gloriazlh      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.20E+01,1.76E+02,5.00E+01,5.10E+01,2.40E+01,2.10E+01,2.00E+00,1.40E+01,3.00E+00
apseyed        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+00,0.00E+00,0.00E+00
LeonMoonen     ,0.00E+00,0.00E+00,0.00E+00,1.40E+01,2.00E+00,1.50E+01,1.51E+02,3.50E+01,1.12E+02,3.60E+01,5.70E+01,4.00E+00,2.10E+01,7.90E+01
de3ug          ,0.00E+00,0.00E+00,0.00E+00,1.60E+01,2.50E+01,5.00E+00,9.00E+00,3.00E+00,2.00E+00,1.20E+01,6.80E+01,5.64E+02,2.27E+02,2.65E+02
janakikumar    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.90E+01,2.69E+02,4.45E+02,4.57E+02,1.06E+03,6.09E+02,2.83E+02,6.70E+01
hiroshisasaki  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00
sja_626        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
yMzw           ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
rubenrg23      ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,1.70E+01,3.00E+00,1.90E+01,0.00E+00,4.00E+00,1.00E+00,0.00E+00,0.00E+00
samanos        ,0.00E+00,0.00E+00,0.00E+00,1.80E+01,1.80E+01,7.00E+01,6.50E+01,5.40E+01,2.79E+02,9.90E+01,8.60E+01,4.80E+01,8.00E+01,2.90E+01
gkantsidis     ,0.00E+00,0.00E+00,0.00E+00,1.10E+01,3.00E+01,1.30E+01,0.00E+00,5.00E+00,1.00E+00,3.00E+00,0.00E+00,5.00E+00,0.00E+00,2.00E+00
TobyJohnson26  ,0.00E+00,0.00E+00,0.00E+00,1.00E+01,4.01E+02,2.36E+02,2.02E+02,6.40E+01,1.11E+02,1.20E+02,4.10E+01,4.90E+01,3.70E+01,4.00E+00
marginalien    ,0.00E+00,0.00E+00,0.00E+00,3.20E+01,2.30E+01,1.00E+00,8.00E+00,5.10E+01,1.88E+02,1.96E+02,2.37E+02,1.20E+02,1.37E+02,8.50E+01
gawbul         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.05E+03,2.14E+03
micboq         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.00E+00,1.00E+00,0.00E+00,2.00E+00,9.00E+00,0.00E+00,4.00E+00,2.30E+01
ericevans0     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.93E+02,1.03E+02,2.20E+02,3.01E+02,4.27E+02,3.08E+02,3.41E+02,1.81E+02,5.60E+01,1.50E+01
derrasterpunkt ,0.00E+00,0.00E+00,0.00E+00,1.30E+01,3.00E+01,5.20E+01,1.50E+01,1.30E+01,1.90E+01,3.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
takayosiy      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.71E+02,4.51E+02,1.49E+02,2.28E+02,5.29E+02,4.46E+02,4.64E+02,2.97E+02,2.07E+02
senykam        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.50E+01,2.51E+02,2.11E+02,4.49E+02,3.31E+02,3.59E+02,2.01E+02,1.69E+02,2.79E+02
suzannTee      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,6.75E+02,4.32E+02,6.29E+02,9.44E+02,5.05E+02
rybesh         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.49E+02
nzerik         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.92E+02,2.73E+03
heades         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.11E+02,1.61E+03,1.45E+03
HungyiLo       ,0.00E+00,0.00E+00,0.00E+00,2.26E+02,2.61E+02,3.20E+02,4.56E+02,2.39E+02,6.40E+01,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
deokjin        ,0.00E+00,0.00E+00,0.00E+00,9.00E+00,7.00E+00,3.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
ralf_mueller   ,0.00E+00,0.00E+00,0.00E+00,1.90E+01,1.10E+01,4.50E+01,6.60E+01,2.20E+01,4.60E+01,3.60E+01,1.50E+01,2.50E+01,3.40E+01,3.10E+01
maryam_razavian,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.00E+00,2.00E+00,2.00E+00,1.40E+01,6.50E+01,8.00E+00,9.00E+00,4.00E+00
svdburg        ,0.00E+00,0.00E+00,0.00E+00,6.00E+01,8.20E+01,5.90E+01,7.80E+01,4.00E+01,2.40E+01,7.50E+01,4.50E+01,3.10E+01,1.80E+01,1.80E+01
aranoya        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.50E+01,4.30E+01,2.00E+00,2.00E+00,1.00E+01,1.60E+01,3.50E+01
sculptimes     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.00E+00
MCh84          ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E+00,1.20E+01,7.00E+00,6.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+01,3.00E+00,2.00E+00
mjbrks         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.20E+01,2.00E+00,3.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
jonathw        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
adfalk         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.40E+01
falias         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.02E+02,8.40E+01,1.46E+02,2.67E+02,1.43E+02,1.56E+02,1.58E+02,2.86E+02,2.44E+02
dianamarculescu,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+00,3.83E+02,3.34E+02,1.74E+02,7.50E+01,2.40E+01,2.60E+01,5.00E+01
DeanDebra      ,0.00E+00,0.00E+00,0.00E+00,5.00E+00,4.20E+01,1.84E+02,5.80E+01,6.10E+01,7.70E+01,4.00E+01,7.40E+01,5.30E+01,2.30E+01,3.00E+01
mikegartrell   ,0.00E+00,0.00E+00,0.00E+00,3.80E+01,4.30E+01,4.70E+01,1.00E+00,2.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00
pooyaj         ,0.00E+00,0.00E+00,0.00E+00,3.00E+00,3.10E+01,1.60E+01,1.40E+01,5.00E+00,6.40E+01,2.90E+01,2.80E+01,1.80E+01,4.00E+00,3.00E+00
richardgass    ,0.00E+00,0.00E+00,0.00E+00,5.00E+00,1.00E+00,0.00E+00,0.00E+00,2.00E+01,1.00E+01,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00
sjhwang82      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
leonstok       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.00E+00,1.00E+00
meiluz         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+00
Senjian        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
troppone       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.67E+02,1.55E+03,1.22E+03
eelcoherder    ,0.00E+00,0.00E+00,0.00E+00,2.00E+01,1.00E+01,3.00E+00,4.00E+00,3.00E+00,4.00E+00,1.50E+01,5.60E+01,2.20E+01,1.00E+01,7.00E+00
seronline      ,0.00E+00,0.00E+00,0.00E+00,4.20E+01,4.10E+01,7.30E+01,9.60E+01,1.15E+02,1.83E+02,1.33E+02,1.74E+02,1.84E+02,1.39E+02,1.53E+02
somidodge      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
zjerzak        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.10E+01,0.00E+00,3.10E+01,6.40E+01,8.80E+01,9.40E+01,8.20E+01,3.50E+01,1.40E+01
slukosch       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.60E+01,7.30E+01,4.50E+01,1.60E+01
lennartcl      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.60E+01,1.24E+02,7.10E+01,4.70E+01,4.50E+01,5.40E+01,1.60E+01,2.00E+00
Qasim3d        ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,2.00E+00,0.00E+00,0.00E+00,4.00E+00,5.00E+00,0.00E+00
cristalopes    ,0.00E+00,0.00E+00,0.00E+00,5.00E+00,0.00E+00,0.00E+00,2.50E+01,1.42E+02,2.46E+02,2.07E+02,2.61E+02,2.79E+02,1.38E+02,3.09E+02
mayosuke       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E+01,6.20E+01,4.39E+02,7.70E+01,2.30E+01,1.11E+02,1.12E+03,7.53E+02
jensdittrich   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E+00,3.60E+01,1.08E+02,6.40E+01,6.00E+01,2.50E+01,3.70E+01,2.89E+02,2.27E+02
giacomoinches  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.90E+01,2.61E+02,3.60E+02,2.69E+02,2.64E+02,3.37E+02,2.82E+02,2.70E+01,4.10E+01,4.20E+01
pigworker      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.21E+03
vikpek         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E+01,1.36E+02,1.90E+01,1.48E+02,7.20E+01,8.00E+00,3.00E+00,0.00E+00
qsphan         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E+00,4.40E+01,7.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00
miscanalysis   ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.90E+01,4.70E+01,3.30E+01,1.00E+02,2.60E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
BillGates      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.30E+02,1.25E+02,3.29E+02,4.46E+02,3.57E+02,4.09E+02,3.38E+02,3.19E+02,3.70E+02,3.14E+02
NancyAjarmeh   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.20E+01,3.20E+01,7.20E+01,9.10E+01,2.90E+01,1.10E+01,9.80E+01,1.60E+01,6.10E+01
fltoledo       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.70E+01,1.83E+03,1.33E+03
pcimiano       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,1.00E+00,3.00E+00,4.00E+00,2.00E+01,1.30E+01,3.40E+01
GordonAllan    ,0.00E+00,0.00E+00,0.00E+00,3.60E+01,9.90E+01,3.80E+01,1.30E+01,1.60E+01,1.40E+01,2.40E+01,1.70E+01,5.00E+00,2.00E+00,0.00E+00
tomzimmermann  ,0.00E+00,0.00E+00,0.00E+00,1.49E+02,3.59E+02,1.49E+02,1.46E+02,1.39E+02,1.05E+02,1.21E+02,2.56E+02,2.84E+02,1.93E+02,2.14E+02
dadamZ         ,0.00E+00,0.00E+00,0.00E+00,1.60E+02,1.20E+01,2.16E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
liujingen      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
lilehattori    ,0.00E+00,0.00E+00,0.00E+00,7.00E+01,4.20E+01,1.50E+01,4.00E+00,0.00E+00,0.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
AdamsYu        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+00,4.00E+00,1.00E+00
Charlyte85     ,0.00E+00,0.00E+00,0.00E+00,1.31E+02,4.72E+02,5.09E+02,2.57E+02,1.97E+02,5.60E+01,8.00E+01,3.80E+01,5.10E+01,1.90E+01,9.30E+01
olesiabrill    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
shenxiaoli     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
beemcog        ,0.00E+00,0.00E+00,0.00E+00,3.70E+01,0.00E+00,2.25E+02,2.18E+02,1.14E+02,4.51E+02,5.60E+02,5.23E+02,2.58E+02,2.61E+02,1.09E+02
sasidharkasturi,0.00E+00,0.00E+00,0.00E+00,1.50E+01,1.20E+02,1.24E+02,3.20E+01,1.80E+01,0.00E+00,1.40E+01,2.10E+01,7.00E+00,5.00E+00,5.00E+00
gsingers       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.36E+02,4.05E+02,6.19E+02,6.43E+02,5.02E+02,2.64E+02,3.19E+02
michelleshafer ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.85E+02,1.71E+03,6.41E+02
evansde        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
meremclendon   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+02,2.53E+02
jenpre         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.90E+01,3.31E+02,1.49E+02,6.00E+01,7.00E+00,6.70E+01,2.08E+02,1.07E+03,9.60E+01,3.00E+00
manas_somaiya  ,0.00E+00,0.00E+00,0.00E+00,1.90E+01,3.70E+01,2.00E+01,2.00E+01,1.07E+02,2.00E+01,1.90E+01,2.00E+00,0.00E+00,2.00E+00,0.00E+00
JinmingMin     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E+00,2.00E+00,4.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
apukapadia     ,0.00E+00,0.00E+00,0.00E+00,9.00E+00,2.00E+00,3.70E+01,1.90E+01,3.40E+01,4.50E+01,3.90E+01,3.00E+01,7.00E+00,3.00E+00,8.00E+00
zhenwang12     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
tianft         ,0.00E+00,0.00E+00,0.00E+00,4.00E+01,5.40E+01,5.00E+00,1.00E+01,5.00E+00,2.00E+00,3.00E+00,9.00E+00,3.00E+00,0.00E+00,2.00E+00
wnqian         ,0.00E+00,0.00E+00,0.00E+00,6.60E+01,2.32E+02,3.00E+01,8.00E+00,2.00E+00,0.00E+00,4.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00
kaifulee       ,0.00E+00,0.00E+00,0.00E+00,2.39E+02,1.45E+02,1.99E+02,5.80E+01,4.36E+02,9.00E+00,4.40E+01,9.40E+01,2.60E+02,1.18E+03,4.56E+02
pileroux       ,0.00E+00,0.00E+00,0.00E+00,5.00E+00,2.04E+02,1.55E+02,1.72E+02,1.91E+02,3.95E+02,6.95E+02,2.56E+02,1.82E+02,4.90E+01,2.40E+01
j2jung         ,0.00E+00,0.00E+00,0.00E+00,4.80E+01,2.30E+01,3.00E+01,1.00E+01,3.00E+00,3.00E+00,0.00E+00,2.00E+00,7.00E+00,2.00E+01,4.00E+00
julien_homo    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,4.30E+01,7.90E+01,2.00E+00,2.50E+01,1.00E+01,0.00E+00,0.00E+00,4.40E+01,5.00E+00
timecore       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E+00,2.16E+02,1.58E+03,8.86E+02,2.13E+02,2.00E+01,3.40E+01,6.00E+00,1.00E+00
antonakd       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E+01,1.50E+01,3.00E+00,9.00E+00,4.20E+01,4.00E+00,6.10E+01,9.60E+01,8.55E+02
wassupnari     ,0.00E+00,0.00E+00,0.00E+00,6.00E+00,5.40E+01,1.26E+02,1.72E+02,7.20E+01,4.90E+01,6.70E+01,1.10E+01,0.00E+00,1.90E+01,1.30E+01
paulfmm        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.80E+01,1.50E+01,6.50E+01,1.00E+01,3.60E+01,1.20E+01,1.30E+01,6.00E+00,0.00E+00,1.00E+00
noospheer      ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,5.26E+02,1.04E+03,9.06E+02,3.82E+02,3.00E+01,6.00E+00,7.00E+00,2.70E+01,3.00E+00
jtaibo         ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.89E+02,3.17E+02,5.40E+01,5.20E+01,1.73E+02,3.60E+01,2.50E+01,1.10E+01,6.50E+01
zhoss          ,0.00E+00,0.00E+00,0.00E+00,5.70E+01,2.20E+01,1.00E+00,2.00E+00,1.00E+00,5.00E+00,9.00E+00,6.00E+00,2.00E+00,0.00E+00,0.00E+00
kjstol         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+00,4.00E+00,0.00E+00,5.00E+00,5.00E+00,3.40E+01,9.90E+01,8.90E+01,5.80E+01,1.13E+02
gianlucaSB     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
ogradylaura    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.97E+03,1.04E+03,1.40E+02,3.70E+01,4.00E+00,1.30E+01,2.00E+00,0.00E+00,0.00E+00
agutierg       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
dnobori        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.84E+02,6.38E+02,6.68E+02,2.37E+02,1.63E+02,4.48E+02
windu02        ,0.00E+00,0.00E+00,0.00E+00,1.98E+02,2.76E+02,3.51E+02,1.58E+02,2.09E+02,7.60E+01,8.20E+01,1.43E+02,1.63E+02,2.10E+01,1.00E+01
Stesonjohnvon  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.30E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00
daurer         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00
pramod_verma   ,0.00E+00,0.00E+00,0.00E+00,5.00E+00,1.79E+02,2.62E+02,4.00E+01,1.60E+01,2.00E+00,0.00E+00,2.90E+01,6.10E+01,4.50E+01,1.70E+01
nassarlab      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
glc68          ,0.00E+00,0.00E+00,0.00E+00,6.00E+00,1.51E+02,1.54E+02,3.04E+02,1.65E+02,1.62E+02,9.40E+01,7.40E+01,6.60E+01,1.60E+01,1.30E+01
yasulab        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E+03,1.94E+03
jimhighsmith   ,0.00E+00,0.00E+00,0.00E+00,1.07E+02,1.17E+02,2.88E+02,1.45E+02,8.00E+01,6.80E+01,3.10E+01,1.70E+01,5.00E+00,0.00E+00,1.40E+01
pwosel         ,0.00E+00,0.00E+00,0.00E+00,2.40E+01,1.67E+02,7.00E+00,8.00E+00,1.39E+02,7.70E+01,1.00E+00,2.30E+01,2.10E+02,5.09E+02,1.86E+02
brchd          ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
rbritto82      ,0.00E+00,0.00E+00,0.00E+00,3.00E+00,4.40E+01,1.61E+02,3.60E+01,2.90E+01,1.10E+01,3.00E+00,1.00E+01,4.90E+01,3.00E+01,9.00E+00
weslleytorres  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.33E+02,9.49E+02,6.05E+02,5.19E+02,4.95E+02,1.38E+02,3.40E+01,4.20E+01,1.04E+02
shiftshaper1   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
ardisragen     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
srikumarv      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
tinkztweetz    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.94E+02,1.36E+02,2.79E+02,3.15E+02,4.58E+02,3.79E+02,4.52E+02,4.06E+02,2.72E+02
